CommentId,VideoId,Text,IsToxic,IsAbusive,IsThreat,IsProvocative,IsObscene,IsHatespeech,IsRacist,IsNationalist,IsSexist,IsHomophobic,IsReligiousHate,IsRadicalism,cleaned_text,semantic_tokens,processed_text
Ugj21C3HseoGPHgCoAEC,9pr1oE34bIM,What Is Mr browns side oh he is dead.,False,False,False,False,False,False,False,False,False,False,False,False,WHAT IS MR BROWNS SIDE OH HE IS DEAD,"['BROWN', 'SIDE', 'DEAD']",BROWN SIDE DEAD
UgwZHsXqN6cNgyRhxlV4AaABAg,cT14IbTDW2c,"Just accelerate, if you go fast enough, no one will be able to film your plates in time",True,True,True,False,False,False,False,False,False,False,False,False,JUST ACCELERATE IF YOU GO FAST ENOUGH NO ONE WILL BE ABLE TO FILM YOUR PLATES IN TIME,"['ACCELERATE', 'GO', 'FAST', 'ENOUGH', 'ONE', 'ABLE', 'FILM', 'PLATE', 'TIME']",ACCELERATE GO FAST ENOUGH ONE ABLE FILM PLATE TIME
UgiZ0uPciaqqCHgCoAEC,4rCweDxDqdw,Is there something wrong with the audio?,False,False,False,False,False,False,False,False,False,False,False,False,IS THERE SOMETHING WRONG WITH THE AUDIO,"['WRONG', 'AUDIO']",WRONG AUDIO
UggktxNeAtmCR3gCoAEC,9pr1oE34bIM,"Great video. Although I wish he would've focused more on all the shit police are doing, because that's the only thing keeping the rioters and their supporters from being complete idiots.",True,True,False,False,True,False,False,False,False,False,False,False,GREAT VIDEO ALTHOUGH I WISH HE WOULDVE FOCUSED MORE ON ALL THE SHIT POLICE ARE DOING BECAUSE THATS THE ONLY THING KEEPING THE RIOTERS AND THEIR SUPPORTERS FROM BEING COMPLETE IDIOTS,"['GREAT', 'VIDEO', 'WISH', 'FOCUS', 'SHIT', 'POLICE', 'THING', 'KEEP', 'RIOTER', 'SUPPORTER', 'COMPLETE', 'IDIOT']",GREAT VIDEO WISH FOCUS SHIT POLICE THING KEEP RIOTER SUPPORTER COMPLETE IDIOT
UghcJ70N2jvmUXgCoAEC,dG7mZQvaQDk,"Obama should be saying exactly what this lady is saying.  Instead, he's defending the thugs.  She should clean up her language, however.",True,False,False,False,False,True,True,False,False,False,False,False,OBAMA SHOULD BE SAYING EXACTLY WHAT THIS LADY IS SAYING INSTEAD HES DEFENDING THE THUGS SHE SHOULD CLEAN UP HER LANGUAGE HOWEVER,"['SAY', 'EXACTLY', 'LADY', 'SAY', 'INSTEAD', 'DEFEND', 'THUG', 'CLEAN', 'LANGUAGE', 'HOWEVER']",SAY EXACTLY LADY SAY INSTEAD DEFEND THUG CLEAN LANGUAGE HOWEVER
UghqhDLqddCwuHgCoAEC,cT14IbTDW2c,"The new episode of SNL

also i feel sorry for thy guy at 3:53",False,False,False,False,False,False,False,False,False,False,False,False,THE NEW EPISODE OF SNL ALSO I FEEL SORRY FOR THY GUY AT,"['NEW', 'EPISODE', 'SNL', 'ALSO', 'FEEL', 'SORRY', 'GUY']",NEW EPISODE SNL ALSO FEEL SORRY GUY
UgxPdrXfTjuUJOZC8L94AaABAg,9pr1oE34bIM,"Did he really say trevon martin brought watermelon and skittles to make lean? Lol yo white ppl will say aaannnyything to make blk ppl look a certain way other then the truth..even if trevon said he was a no limit nigga so the fuck what,kids say dumb things all the time, i once said i was batman lol and? They sicken me an will make up any kind of excuse..why dont u talk about the second video tbat came out 2 years after the mike brown situation an how the cops said they didnt think it was important but it showed that mike made a trade with the store owner so there was no robbery lol how about u talk about the corruption with the police and media for withholding information?",True,False,False,False,False,True,True,False,False,False,False,False,DID HE REALLY SAY TREVON MARTIN BROUGHT WATERMELON AND SKITTLES TO MAKE LEAN LOL YO WHITE PPL WILL SAY AAANNNYYTHING TO MAKE BLK PPL LOOK A CERTAIN WAY OTHER THEN THE TRUTHEVEN IF TREVON SAID HE WAS A NO LIMIT NIGGA SO THE FUCK WHATKIDS SAY DUMB THINGS ALL THE TIME I ONCE SAID I WAS BATMAN LOL AND THEY SICKEN ME AN WILL MAKE UP ANY KIND OF EXCUSEWHY DONT U TALK ABOUT THE SECOND VIDEO TBAT CAME OUT YEARS AFTER THE MIKE BROWN SITUATION AN HOW THE COPS SAID THEY DIDNT THINK IT WAS IMPORTANT BUT IT SHOWED THAT MIKE MADE A TRADE WITH THE STORE OWNER SO THERE WAS NO ROBBERY LOL HOW ABOUT U TALK ABOUT THE CORRUPTION WITH THE POLICE AND MEDIA FOR WITHHOLDING INFORMATION,"['REALLY', 'SAY', 'BRING', 'WATERMELON', 'SKITTLE', 'MAKE', 'LEAN', 'LOL', 'SAY', 'AAANNNYYTHE', 'MAKE', 'BLK', 'LOOK', 'CERTAIN', 'WAY', 'TRUTHEVEN', 'TREVON', 'SAY', 'LIMIT', 'NIGGA', 'FUCK', 'WHATKID', 'SAY', 'DUMB', 'THING', 'TIME', 'SAY', 'BATMAN', 'LOL', 'SICKEN', 'MAKE', 'KIND', 'EXCUSEWHY', 'TALK', 'SECOND', 'VIDEO', 'TBAT', 'COME', 'YEAR', 'SITUATION', 'COP', 'SAY', 'THINK', 'IMPORTANT', 'SHOW', 'MAKE', 'TRADE', 'STORE', 'OWNER', 'ROBBERY', 'LOL', 'TALK', 'CORRUPTION', 'POLICE', 'MEDIUM', 'WITHHOLDING', 'INFORMATION']",REALLY SAY BRING WATERMELON SKITTLE MAKE LEAN LOL SAY AAANNNYYTHE MAKE BLK LOOK CERTAIN WAY TRUTHEVEN TREVON SAY LIMIT NIGGA FUCK WHATKID SAY DUMB THING TIME SAY BATMAN LOL SICKEN MAKE KIND EXCUSEWHY TALK SECOND VIDEO TBAT COME YEAR SITUATION COP SAY THINK IMPORTANT SHOW MAKE TRADE STORE OWNER ROBBERY LOL TALK CORRUPTION POLICE MEDIUM WITHHOLDING INFORMATION
UgjP7lbdAZIARXgCoAEC,04kJtp6pVXI,"OMG! IT'S A TERRORIST! AN ISIS UNDERCOVER-AGENT! What are you doing, Americans???? ARREST HIM!",True,False,False,False,False,True,True,False,False,False,False,False,OMG ITS A TERRORIST AN ISIS UNDERCOVERAGENT WHAT ARE YOU DOING AMERICANS ARREST HIM,"['OMG', 'TERRORIST', 'ISIS', 'UNDERCOVERAGENT', 'ARREST']",OMG TERRORIST ISIS UNDERCOVERAGENT ARREST
UgiSldS-T_z0nHgCoAEC,TZxEyoplYbI,10:11 what fucking evidence of by evidence you mean the fact that he was a suspect in an armed robbery and the autopsy reports that's evidence that shows the cop is innocent God damn ,True,True,False,False,True,False,False,False,False,False,False,False,WHAT FUCKING EVIDENCE OF BY EVIDENCE YOU MEAN THE FACT THAT HE WAS A SUSPECT IN AN ARMED ROBBERY AND THE AUTOPSY REPORTS THATS EVIDENCE THAT SHOWS THE COP IS INNOCENT GOD DAMN,"['FUCKING', 'EVIDENCE', 'EVIDENCE', 'MEAN', 'FACT', 'SUSPECT', 'ARMED', 'ROBBERY', 'AUTOPSY', 'REPORT', 'EVIDENCE', 'SHOW', 'COP', 'INNOCENT']",FUCKING EVIDENCE EVIDENCE MEAN FACT SUSPECT ARMED ROBBERY AUTOPSY REPORT EVIDENCE SHOW COP INNOCENT
Ughn4r9O-Nhkz3gCoAEC,dG7mZQvaQDk,Great video...Thank you Peggy.,False,False,False,False,False,False,False,False,False,False,False,False,GREAT VIDEOTHANK YOU PEGGY,"['GREAT', 'VIDEOTHANK', 'PEGGY']",GREAT VIDEOTHANK PEGGY
UgiIDbm79QJxW3gCoAEC,bUgKZMSxr3E,Vile cunt,True,True,False,False,False,False,False,False,False,False,False,False,VILE CUNT,['CUNT'],CUNT
Ugw1WBm0HR6ROuXddkB4AaABAg,cT14IbTDW2c,"Fuck this stupid ass generation. Id like to apologize for my generation. I agree with peoples right to protest, speak, etc. 

But for the love of GOD don’t mess with people that didn’t do anything. Get petitions signed, write the government. 

Why you gotta fuck up everyone’s day",True,True,False,False,True,False,False,False,False,False,False,False,FUCK THIS STUPID ASS GENERATION ID LIKE TO APOLOGIZE FOR MY GENERATION I AGREE WITH PEOPLES RIGHT TO PROTEST SPEAK ETC BUT FOR THE LOVE OF GOD DONT MESS WITH PEOPLE THAT DIDNT DO ANYTHING GET PETITIONS SIGNED WRITE THE GOVERNMENT WHY YOU GOTTA FUCK UP EVERYONES DAY,"['FUCK', 'STUPID', 'ASS', 'GENERATION', 'LIKE', 'APOLOGIZE', 'GENERATION', 'AGREE', 'PEOPLE', 'RIGHT', 'PROTEST', 'SPEAK', 'LOVE', 'MESS', 'PEOPLE', 'GET', 'PETITION', 'SIGN', 'WRITE', 'GOVERNMENT', 'GET', 'FUCK', 'EVERYONE', 'DAY']",FUCK STUPID ASS GENERATION LIKE APOLOGIZE GENERATION AGREE PEOPLE RIGHT PROTEST SPEAK LOVE MESS PEOPLE GET PETITION SIGN WRITE GOVERNMENT GET FUCK EVERYONE DAY
UgztQfNqz2zUnZYpUZJ4AaABAg,cT14IbTDW2c,Signs saying black lives matter and they are blocking black and white people. wtf?,True,True,False,True,False,False,False,False,False,False,False,False,SIGNS SAYING BLACK LIVES MATTER AND THEY ARE BLOCKING BLACK AND WHITE PEOPLE WTF,"['SIGN', 'SAY', 'BLACK', 'LIFE', 'MATTER', 'BLOCK', 'BLACK', 'WHITE', 'PEOPLE']",SIGN SAY BLACK LIFE MATTER BLOCK BLACK WHITE PEOPLE
Uggd4hYFM5Pg2ngCoAEC,TZxEyoplYbI,"Everyone saying there is only black people there, there are white people, a white woman who got shot with a rubber bullet came out the next day and two of the black people where helping her walk.",False,False,False,False,False,False,False,False,False,False,False,False,EVERYONE SAYING THERE IS ONLY BLACK PEOPLE THERE THERE ARE WHITE PEOPLE A WHITE WOMAN WHO GOT SHOT WITH A RUBBER BULLET CAME OUT THE NEXT DAY AND TWO OF THE BLACK PEOPLE WHERE HELPING HER WALK,"['SAY', 'BLACK', 'PEOPLE', 'WHITE', 'PEOPLE', 'WHITE', 'WOMAN', 'SHOOT', 'RUBBER', 'BULLET', 'COME', 'NEXT', 'DAY', 'BLACK', 'PEOPLE', 'HELP', 'WALK']",SAY BLACK PEOPLE WHITE PEOPLE WHITE WOMAN SHOOT RUBBER BULLET COME NEXT DAY BLACK PEOPLE HELP WALK
Ugi4LI1VSkQrvXgCoAEC,cT14IbTDW2c,look at the dimwad police...escorting back the people being held up...idiots,True,True,False,False,False,False,False,False,False,False,False,False,LOOK AT THE DIMWAD POLICEESCORTING BACK THE PEOPLE BEING HELD UPIDIOTS,"['LOOK', 'DIMWAD', 'POLICEESCORTE', 'PEOPLE', 'HOLD', 'UPIDIOT']",LOOK DIMWAD POLICEESCORTE PEOPLE HOLD UPIDIOT
UghqvIGI8ffj3XgCoAEC,dG7mZQvaQDk,Very respectable woman,False,False,False,False,False,False,False,False,False,False,False,False,VERY RESPECTABLE WOMAN,"['RESPECTABLE', 'WOMAN']",RESPECTABLE WOMAN
UggguNlx1Uu89HgCoAEC,04kJtp6pVXI,the guy on the right is so on point. don't judge on his speaking abilities but judge him on his messege! you racist fucks can suck my dick. and like always the media focusing on the thing that don't matter. CNN is shit.,True,True,False,False,True,False,False,False,False,False,False,False,THE GUY ON THE RIGHT IS SO ON POINT DONT JUDGE ON HIS SPEAKING ABILITIES BUT JUDGE HIM ON HIS MESSEGE YOU RACIST FUCKS CAN SUCK MY DICK AND LIKE ALWAYS THE MEDIA FOCUSING ON THE THING THAT DONT MATTER CNN IS SHIT,"['GUY', 'RIGHT', 'POINT', 'JUDGE', 'SPEAK', 'ABILITY', 'JUDGE', 'MESSEGE', 'RACIST', 'FUCK', 'SUCK', 'DICK', 'ALWAYS', 'MEDIUM', 'FOCUS', 'THING', 'MATTER', 'SHIT']",GUY RIGHT POINT JUDGE SPEAK ABILITY JUDGE MESSEGE RACIST FUCK SUCK DICK ALWAYS MEDIUM FOCUS THING MATTER SHIT
UgjY_1PbjqkGAXgCoAEC,cT14IbTDW2c,cop dont even do anything wtf.protesters i want to break there face in. losers nolifes,True,True,True,False,False,False,False,False,False,False,False,False,COP DONT EVEN DO ANYTHING WTFPROTESTERS I WANT TO BREAK THERE FACE IN LOSERS NOLIFES,"['COP', 'EVEN', 'WTFPROTESTER', 'WANT', 'BREAK', 'FACE', 'LOSER', 'NOLIFES']",COP EVEN WTFPROTESTER WANT BREAK FACE LOSER NOLIFES
UggyJcZ89cWxUngCoAEC,04kJtp6pVXI,I LIKE TURTLES!,False,False,False,False,False,False,False,False,False,False,False,False,I LIKE TURTLES,"['LIKE', 'TURTLE']",LIKE TURTLE
UgzQ9csI7aKaeN1tmgd4AaABAg,8HB18hZrhXc,"And here you see it. They impose ""gunlaws"". In fact. Even if you had a machine gun, people could not do anything against the police. They have cars and body protection like tanks. Just wanted to say.",False,False,False,False,False,False,False,False,False,False,False,False,AND HERE YOU SEE IT THEY IMPOSE GUNLAWS IN FACT EVEN IF YOU HAD A MACHINE GUN PEOPLE COULD NOT DO ANYTHING AGAINST THE POLICE THEY HAVE CARS AND BODY PROTECTION LIKE TANKS JUST WANTED TO SAY,"['SEE', 'IMPOSE', 'GUNLAW', 'FACT', 'EVEN', 'MACHINE', 'GUN', 'PEOPLE', 'POLICE', 'CAR', 'BODY', 'PROTECTION', 'TANK', 'WANT', 'SAY']",SEE IMPOSE GUNLAW FACT EVEN MACHINE GUN PEOPLE POLICE CAR BODY PROTECTION TANK WANT SAY
UgjRS-SpJNKl6XgCoAEC,9pr1oE34bIM,"OMG...you did not give the whole story, you only gave one side and only half of it",False,False,False,False,False,False,False,False,False,False,False,False,OMGYOU DID NOT GIVE THE WHOLE STORY YOU ONLY GAVE ONE SIDE AND ONLY HALF OF IT,"['GIVE', 'WHOLE', 'STORY', 'GIVE', 'SIDE', 'HALF']",GIVE WHOLE STORY GIVE SIDE HALF
UghnBX5IHvqDxHgCoAEC,9pr1oE34bIM,"+Stefan Molyneux 	 	 	 	
Why do you hate Blacks so much? Actually I am not surprised, it's the bloody British in you. You people conquered us, when we did absolutely nothing to you. The more freedom we gain as the decades go on, the more you hate us.

If you weren't so pale, one would wonder if your mother was a Black woman.",True,False,False,False,False,True,True,True,False,False,False,False,STEFAN MOLYNEUX WHY DO YOU HATE BLACKS SO MUCH ACTUALLY I AM NOT SURPRISED ITS THE BLOODY BRITISH IN YOU YOU PEOPLE CONQUERED US WHEN WE DID ABSOLUTELY NOTHING TO YOU THE MORE FREEDOM WE GAIN AS THE DECADES GO ON THE MORE YOU HATE US IF YOU WERENT SO PALE ONE WOULD WONDER IF YOUR MOTHER WAS A BLACK WOMAN,"['HATE', 'BLACK', 'MUCH', 'ACTUALLY', 'SURPRISED', 'BLOODY', 'BRITISH', 'PEOPLE', 'CONQUER', 'ABSOLUTELY', 'FREEDOM', 'GAIN', 'DECADE', 'GO', 'HATE', 'PALE', 'WONDER', 'MOTHER', 'BLACK', 'WOMAN']",HATE BLACK MUCH ACTUALLY SURPRISED BLOODY BRITISH PEOPLE CONQUER ABSOLUTELY FREEDOM GAIN DECADE GO HATE PALE WONDER MOTHER BLACK WOMAN
UggLdovvjLOAV3gCoAEC,5vF4si3hoRA,Fucking savages! Protest sumthing real... Like how your government is robbing you and sendin your kids to an elegal WAR! You are the laughing stock of America congrats!,True,True,False,False,False,False,False,False,False,False,False,False,FUCKING SAVAGES PROTEST SUMTHING REAL LIKE HOW YOUR GOVERNMENT IS ROBBING YOU AND SENDIN YOUR KIDS TO AN ELEGAL WAR YOU ARE THE LAUGHING STOCK OF AMERICA CONGRATS,"['FUCKING', 'SAVAGE', 'PROTEST', 'SUMTHE', 'REAL', 'GOVERNMENT', 'ROB', 'SENDIN', 'KID', 'ELEGAL', 'WAR', 'LAUGH', 'STOCK', 'CONGRAT']",FUCKING SAVAGE PROTEST SUMTHE REAL GOVERNMENT ROB SENDIN KID ELEGAL WAR LAUGH STOCK CONGRAT
Ugiq0SQkpRsy9HgCoAEC,9pr1oE34bIM,wtf,False,False,False,False,False,False,False,False,False,False,False,False,WTF,[],
UghlkAzZr3_fI3gCoAEC,04kJtp6pVXI,Can someone shoot this black idiot too? That would make me giggle inside :),True,True,False,True,False,True,True,False,False,False,False,False,CAN SOMEONE SHOOT THIS BLACK IDIOT TOO THAT WOULD MAKE ME GIGGLE INSIDE,"['SHOOT', 'BLACK', 'IDIOT', 'MAKE', 'GIGGLE', 'INSIDE']",SHOOT BLACK IDIOT MAKE GIGGLE INSIDE
UgjpvWbzRLwcsHgCoAEC,4rCweDxDqdw,"If the majority of the people in Ferguson are African American than why are their elected officials not African American? The mayor, city council, and police chief are all elected officials.  Are the people in the community not stepping up to fill those roles?",False,False,False,False,False,False,False,False,False,False,False,False,IF THE MAJORITY OF THE PEOPLE IN FERGUSON ARE AFRICAN AMERICAN THAN WHY ARE THEIR ELECTED OFFICIALS NOT AFRICAN AMERICAN THE MAYOR CITY COUNCIL AND POLICE CHIEF ARE ALL ELECTED OFFICIALS ARE THE PEOPLE IN THE COMMUNITY NOT STEPPING UP TO FILL THOSE ROLES,"['MAJORITY', 'PEOPLE', 'FERGUSON', 'AFRICAN', 'AMERICAN', 'ELECT', 'OFFICIAL', 'AFRICAN', 'POLICE', 'CHIEF', 'ELECT', 'OFFICIAL', 'PEOPLE', 'COMMUNITY', 'STEP', 'FILL', 'ROLE']",MAJORITY PEOPLE FERGUSON AFRICAN AMERICAN ELECT OFFICIAL AFRICAN POLICE CHIEF ELECT OFFICIAL PEOPLE COMMUNITY STEP FILL ROLE
UghHMimNd9cYxngCoAEC,XRuCW80L9mA,I just found this channel and its one of my favs already. ..thank u for the vids they r excellent. ,False,False,False,False,False,False,False,False,False,False,False,False,I JUST FOUND THIS CHANNEL AND ITS ONE OF MY FAVS ALREADY THANK U FOR THE VIDS THEY R EXCELLENT,"['FIND', 'CHANNEL', 'ALREADY', 'THANK', 'VID', 'R', 'EXCELLENT']",FIND CHANNEL ALREADY THANK VID R EXCELLENT
UgjLna2Ux2R9wXgCoAEC,TZxEyoplYbI,Its sad what about GOD he is still in control only he knows he is tired of all of it if Michael or derren is wrong or right only god knows let him be the last to judge,False,False,False,False,False,False,False,False,False,False,False,False,ITS SAD WHAT ABOUT GOD HE IS STILL IN CONTROL ONLY HE KNOWS HE IS TIRED OF ALL OF IT IF MICHAEL OR DERREN IS WRONG OR RIGHT ONLY GOD KNOWS LET HIM BE THE LAST TO JUDGE,"['SAD', 'STILL', 'CONTROL', 'KNOW', 'TIRED', 'DERREN', 'WRONG', 'RIGHT', 'KNOW', 'LET', 'LAST', 'JUDGE']",SAD STILL CONTROL KNOW TIRED DERREN WRONG RIGHT KNOW LET LAST JUDGE
UgihSHhY4D6RH3gCoAEC,dG7mZQvaQDk,yeah what she said save us some tax dollars so we can buy parts for are harleys and ARs LOLOL,False,False,False,False,False,False,False,False,False,False,False,False,YEAH WHAT SHE SAID SAVE US SOME TAX DOLLARS SO WE CAN BUY PARTS FOR ARE HARLEYS AND ARS LOLOL,"['SAY', 'SAVE', 'TAX', 'DOLLAR', 'BUY', 'PART', 'HARLEY', 'AR', 'LOLOL']",SAY SAVE TAX DOLLAR BUY PART HARLEY AR LOLOL
Ughx0GLGJMIon3gCoAEC,9pr1oE34bIM,FACTS prove he was a THUG.,True,True,False,False,False,False,False,False,False,False,False,False,FACTS PROVE HE WAS A THUG,"['FACT', 'PROVE', 'THUG']",FACT PROVE THUG
UginHWHzGxklGngCoAEC,9pr1oE34bIM,THANK YOU! right on.black people are going to vote 100% democrat this year.thats what all of this race baiting is all about.democrats are rallying their base.smh,False,False,False,False,False,False,False,False,False,False,False,False,THANK YOU RIGHT ONBLACK PEOPLE ARE GOING TO VOTE DEMOCRAT THIS YEARTHATS WHAT ALL OF THIS RACE BAITING IS ALL ABOUTDEMOCRATS ARE RALLYING THEIR BASESMH,"['THANK', 'RIGHT', 'ONBLACK', 'PEOPLE', 'GO', 'VOTE', 'YEARTHAT', 'RACE', 'BAITING', 'ABOUTDEMOCRAT', 'RALLY', 'BASESMH']",THANK RIGHT ONBLACK PEOPLE GO VOTE YEARTHAT RACE BAITING ABOUTDEMOCRAT RALLY BASESMH
Uggj2Z8TsnXPAngCoAEC,9pr1oE34bIM,"I guess You've never done anything wrong in your life. So according to your analysis, police has right to shoot him six time to make sure he dead. He is already dead. You are very proud of this officer. This tells me everything about you. I hope you have children.",False,False,False,False,False,False,False,False,False,False,False,False,I GUESS YOUVE NEVER DONE ANYTHING WRONG IN YOUR LIFE SO ACCORDING TO YOUR ANALYSIS POLICE HAS RIGHT TO SHOOT HIM SIX TIME TO MAKE SURE HE DEAD HE IS ALREADY DEAD YOU ARE VERY PROUD OF THIS OFFICER THIS TELLS ME EVERYTHING ABOUT YOU I HOPE YOU HAVE CHILDREN,"['GUESS', 'NEVER', 'WRONG', 'LIFE', 'ACCORD', 'ANALYSIS', 'POLICE', 'RIGHT', 'SHOOT', 'TIME', 'MAKE', 'SURE', 'DEAD', 'ALREADY', 'DEAD', 'PROUD', 'OFFICER', 'TELL', 'HOPE', 'CHILD']",GUESS NEVER WRONG LIFE ACCORD ANALYSIS POLICE RIGHT SHOOT TIME MAKE SURE DEAD ALREADY DEAD PROUD OFFICER TELL HOPE CHILD
UgwDlz2kjxmATeJPerZ4AaABAg,cT14IbTDW2c,*Monkey screamin bout honkies intensifies*,True,False,False,False,False,True,True,False,False,False,False,False,MONKEY SCREAMIN BOUT HONKIES INTENSIFIES,"['BOUT', 'HONKIE', 'INTENSIFIE']",BOUT HONKIE INTENSIFIE
UgxCHPKIg1x0Y1y4idt4AaABAg,cT14IbTDW2c,I would get my car and start doing burnouts in their faces. Either move or get smoked,True,True,True,False,False,False,False,False,False,False,False,False,I WOULD GET MY CAR AND START DOING BURNOUTS IN THEIR FACES EITHER MOVE OR GET SMOKED,"['GET', 'CAR', 'START', 'BURNOUT', 'FACE', 'MOVE', 'SMOKE']",GET CAR START BURNOUT FACE MOVE SMOKE
UghTCrl4YYJ-qHgCoAEC,04kJtp6pVXI,bassem I think walmart is hiring for the holidays. get a job loser!!!,True,True,False,False,False,False,False,False,False,False,False,False,BASSEM I THINK WALMART IS HIRING FOR THE HOLIDAYS GET A JOB LOSER,"['THINK', 'HIRE', 'HOLIDAY', 'GET', 'JOB', 'LOSER']",THINK HIRE HOLIDAY GET JOB LOSER
UgiKFJ8QuPBoQXgCoAEC,04kJtp6pVXI,this guy here he needs to grow up.,False,False,False,False,False,False,False,False,False,False,False,False,THIS GUY HERE HE NEEDS TO GROW UP,"['GUY', 'NEED', 'GROW']",GUY NEED GROW
Ughzp24D_j0sw3gCoAEC,04kJtp6pVXI,Iz didn't do nuffinz!,False,False,False,False,False,False,False,False,False,False,False,False,IZ DIDNT DO NUFFINZ,['NUFFINZ'],NUFFINZ
Ugi-QnlAnwXgZXgCoAEC,TZxEyoplYbI,Shoot all looters on sight......,True,True,False,True,False,False,False,False,False,False,False,False,SHOOT ALL LOOTERS ON SIGHT,"['SHOOT', 'LOOTER', 'SIGHT']",SHOOT LOOTER SIGHT
Ugg_tHGB8ZFbpXgCoAEC,dG7mZQvaQDk,"I love this lady!!!

We need more strong women like Peggy Hubbard!!",False,False,False,False,False,False,False,False,False,False,False,False,I LOVE THIS LADY WE NEED MORE STRONG WOMEN LIKE PEGGY HUBBARD,"['LOVE', 'LADY', 'NEED', 'STRONG', 'WOMAN', 'HUBBARD']",LOVE LADY NEED STRONG WOMAN HUBBARD
UgzpYKnjIcmB7Ch15YR4AaABAg,8HB18hZrhXc,"I'm with cops. Those protesters steal, and destroy things. They aren't solving shit",True,True,False,False,True,False,False,False,False,False,False,False,IM WITH COPS THOSE PROTESTERS STEAL AND DESTROY THINGS THEY ARENT SOLVING SHIT,"['COP', 'PROTESTER', 'STEAL', 'DESTROY', 'THING', 'SOLVE', 'SHIT']",COP PROTESTER STEAL DESTROY THING SOLVE SHIT
UgjR2vUGwXV6ongCoAEC,9pr1oE34bIM,whites are weak,True,False,False,False,False,True,True,False,False,False,False,False,WHITES ARE WEAK,"['WHITE', 'WEAK']",WHITE WEAK
UgjzR_tdZMjDS3gCoAEC,04kJtp6pVXI,"“Do White children deserve to have a future?
Tens of millions of non-Whites flooding into White countries every year will, in a few decades, mean that Whites will be a minority in every country they founded.
Black countries will remain majority Black, and Asian countries will remain majority Asian.
Only White countries will be affected by this. This is genocide under international law.
But anti-Whites don’t call it genocide; they call it diversity.
Diversity means chasing down every last White child.
Anti-racist is a codeword for anti-White.”",True,False,False,False,False,True,True,False,False,False,False,False,DO WHITE CHILDREN DESERVE TO HAVE A FUTURE TENS OF MILLIONS OF NONWHITES FLOODING INTO WHITE COUNTRIES EVERY YEAR WILL IN A FEW DECADES MEAN THAT WHITES WILL BE A MINORITY IN EVERY COUNTRY THEY FOUNDED BLACK COUNTRIES WILL REMAIN MAJORITY BLACK AND ASIAN COUNTRIES WILL REMAIN MAJORITY ASIAN ONLY WHITE COUNTRIES WILL BE AFFECTED BY THIS THIS IS GENOCIDE UNDER INTERNATIONAL LAW BUT ANTIWHITES DONT CALL IT GENOCIDE THEY CALL IT DIVERSITY DIVERSITY MEANS CHASING DOWN EVERY LAST WHITE CHILD ANTIRACIST IS A CODEWORD FOR ANTIWHITE,"['WHITE', 'CHILD', 'DESERVE', 'FUTURE', 'TEN', 'MILLION', 'NONWHITE', 'FLOOD', 'WHITE', 'COUNTRY', 'YEAR', 'DECADE', 'MEAN', 'WHITE', 'MINORITY', 'COUNTRY', 'FOUND', 'BLACK', 'COUNTRY', 'REMAIN', 'MAJORITY', 'BLACK', 'ASIAN', 'COUNTRY', 'REMAIN', 'MAJORITY', 'ASIAN', 'WHITE', 'COUNTRY', 'AFFECT', 'GENOCIDE', 'INTERNATIONAL', 'LAW', 'ANTIWHITE', 'CALL', 'GENOCIDE', 'CALL', 'DIVERSITY', 'DIVERSITY', 'MEAN', 'CHASE', 'LAST', 'WHITE', 'CHILD', 'ANTIRACIST', 'CODEWORD', 'ANTIWHITE']",WHITE CHILD DESERVE FUTURE TEN MILLION NONWHITE FLOOD WHITE COUNTRY YEAR DECADE MEAN WHITE MINORITY COUNTRY FOUND BLACK COUNTRY REMAIN MAJORITY BLACK ASIAN COUNTRY REMAIN MAJORITY ASIAN WHITE COUNTRY AFFECT GENOCIDE INTERNATIONAL LAW ANTIWHITE CALL GENOCIDE CALL DIVERSITY DIVERSITY MEAN CHASE LAST WHITE CHILD ANTIRACIST CODEWORD ANTIWHITE
UgjDETjpfRQL6HgCoAEC,dG7mZQvaQDk,I love her. Every thug deserves a slug,True,False,False,False,False,True,True,False,False,False,False,False,I LOVE HER EVERY THUG DESERVES A SLUG,"['LOVE', 'THUG', 'DESERVE', 'SLUG']",LOVE THUG DESERVE SLUG
Ughd_2zFh-O-93gCoAEC,XRuCW80L9mA,There are a lot of disgusting people in the comments trying to rationalize their casual racism and poor understanding of the context ,False,False,False,False,False,False,False,False,False,False,False,False,THERE ARE A LOT OF DISGUSTING PEOPLE IN THE COMMENTS TRYING TO RATIONALIZE THEIR CASUAL RACISM AND POOR UNDERSTANDING OF THE CONTEXT,"['LOT', 'DISGUSTING', 'PEOPLE', 'COMMENT', 'TRY', 'RATIONALIZE', 'CASUAL', 'RACISM', 'POOR', 'UNDERSTANDING', 'CONTEXT']",LOT DISGUSTING PEOPLE COMMENT TRY RATIONALIZE CASUAL RACISM POOR UNDERSTANDING CONTEXT
